"note","candidate_name","response","q_id"
"","Axel Óli Ægisson","Frekar hlynnt(ur)",2
"Ég er því mjög hlynntur að gerðar séu kröfur til allra um að af verkum þeirra hljótist ekki mengun. Það verður þó að gæta hófsemdar í framkvæmd og nýta yfirsýn við ákvörðun um dreifingu kostnaðar.","Axel Óli Ægisson","Frekar hlynnt(ur)",3
"","Axel Óli Ægisson","Frekar hlynnt(ur)",4
"Það er mitt mat að ekki sé um aðildarviðræður að ræða heldur aðlögun. Ég vil að þjóðin fái að ákveða það sjálf í þjóðaratkvæðagreiðslu hvort að haldið sé áfram með þetta ferli.","Axel Óli Ægisson","Ísland á að hætta aðildaviðræðum",5
"","Axel Óli Ægisson","Hagsmunum Íslands er best borgið utan ESB",6
"Ríkisdal","Axel Óli Ægisson","Annan gjaldmiðil",7
"","Axel Óli Ægisson","Hlutlaus",8
"","Axel Óli Ægisson","Hvorki né",9
"","Axel Óli Ægisson","Ósammála",10
"","Axel Óli Ægisson","Hlutlaus",11
"Ég sé í sjálfu sér ekki mun á því hvort að viðkomandi sé Íslendingur eða útlendingur en ég tel það geti verið mjög skaðlegt fyrir sveitafélög að einstaklingum eða fyrirtækjum með litla eða enga sameiginlega hagsmuni annara á þessum svæðum sé leift að safna jörðum sem framtíðarfjárfestingum.","Axel Óli Ægisson","Hlutlaus",12
"Ég tel það skipta miklu máli fyrir nýja Íslendinga að þeir geti tekið fullan þátt í Íslensku samfélagi og að mínu mati verður það ekki án þess að tala tungumálið.","Axel Óli Ægisson","Mjög hlynnt(ur)",13
"","Axel Óli Ægisson","Mjög ósammála",14
"","Axel Óli Ægisson","Styrkirnir eru alltof háir",15
"","Axel Óli Ægisson","Skattbyrðin er alltof há",16
"Þau þurfa að vera nógu há til þess að fólki sé alvara með inngöngu en ekki svo há að það geti ekki allir sem vilja mennta sig gert svo.","Axel Óli Ægisson","Frekar hlynnt(ur)",17
"","Axel Óli Ægisson","Mjög ósammála",18
"","Axel Óli Ægisson","Skattar eru alltof háir",19
"","Axel Óli Ægisson","Frekar andvíg(ur)",20
"","Axel Óli Ægisson","Sammála",21
"","Axel Óli Ægisson","Hlutlaus",22
"","Axel Óli Ægisson","Frekar hlynnt(ur)",23
"","Axel Óli Ægisson","Mjög hlynnt(ur)",24
"","Axel Óli Ægisson","Mjög hlynnt(ur)",25
"","Axel Óli Ægisson","Ósammála",26
"","Axel Óli Ægisson","Mjög sammála",27
"Bæði raunhæft og nauðsynlegt. Niðurfærslan kemur til með að eiga sér stað á einn veg eða annan og það að bíða með það bæði eykur skaðann og seinkar efnahagsbatanum.","Axel Óli Ægisson","Mjög sammála",28
"","Axel Óli Ægisson","Framfærslan er alltof lág",29
"","Axel Óli Ægisson","Bætur eru alltof lágar",30
"Hægri Grænir boða nýtt atvinnuleysistryggingakerfi sem miðar að því að enginn heilbrigður einstaklingur sitji heima og þyggi peninga án þess að vinna fyrir þeim.","Axel Óli Ægisson","Bætur eru of lágar",31
"","Axel Óli Ægisson","Alltof vægir",32
"","Axel Óli Ægisson","Frekar hlynnt(ur)",33
"Þau lönd sem hafa gert það hafa uppskorið minni neyslu þessara efna á meðal ungs fólks og það tel ég eftirsóknarvert.","Axel Óli Ægisson","Frekar hlynnt(ur)",34
"","Axel Óli Ægisson","Hlutlaus",35
"","Axel Óli Ægisson","Mjög andvíg(ur)",36
"","Axel Óli Ægisson","Mjög sammála",37
"","Axel Óli Ægisson","Sammála",38
"","Axel Óli Ægisson","30 ára",39
"","Axel Óli Ægisson","Mjög hlynnt(ur)",40
"Ég vil að farið sé hægar í þessar breytingar og að þjóðin sé spurð um hverja breytingu fyrir sig í þjóðaratkvæðagreiðslum.","Axel Óli Ægisson","Frekar andvíg(ur)",41
"","Axel Óli Ægisson","Frekar hlynnt(ur)",42
"","Axel Óli Ægisson","Frekar hlynnt(ur)",43
"","Axel Óli Ægisson","Mjög hlynnt(ur)",44
"","Axel Óli Ægisson","Frekar andvíg(ur)",45
"Ég tel að slíkt hafi það í för með sér að almannaheilbrigðisþjónustan verði lakari heldur en hún verður ef við notum öll sama kerfið.","Axel Óli Ægisson","Mjög ósammála",46
"","Axel Óli Ægisson","Mjög mikilvægt",47
"","Axel Óli Ægisson","Mjög hlynnt(ur)",48
"","Axel Óli Ægisson","Mjög andvíg(ur)",49
"","Axel Óli Ægisson","Sammála",50
"","Axel Óli Ægisson","Frekar hlynnt(ur)",51
"Ég vildi gjarnan geta sagt að á Íslandi sé ekkert vændi en hef efasemdir um að það eitt að banna kaup á vændi eða sölu á því geri það að verkum að slík fullyrðing geti átt sér stoð í raunveruleikanum. Það er því vert að spyrja sig hvort að slíkt bann sé til þess fallið að minnka vandann eða hvort að slíkt bann auki vandann með því að styrkja undirheimana.","Axel Óli Ægisson","Hlutlaus",52
"","Axel Óli Ægisson","Hvorki né",53
"","Axel Óli Ægisson","Flugvöllurinn á að vera áfram í Vatnsmýri",54
"Á meðan það er ekki til staðar nothæft almannasamgöngukerfi á Íslandi er nú þegar búið að ganga allt of langt í því að nýta bifreiðaeigendur sem féþúfu til annara verkefna heldur en uppbyggingar og viðhalds vegakerfisins.","Axel Óli Ægisson","Mjög andvíg(ur)",55
"Þetta er of fjárfrek framkvæmd á tímum sem þessum þegar að stór hluti þjóðarinnar lifir undir fátæktarmörkum.","Axel Óli Ægisson","Alls ekki mikilvægt",56
"","Axel Óli Ægisson","Hvorki né",57
"Verðbólga er þó e-r versti óvinur almennings en það skiptir ekki máli hvað hlutirnir kosta ef þú hefur engar tekjur og því varð atvinnuleysi fyrir valinu af þessum afarkostum.","Axel Óli Ægisson","Atvinnuleysi",58
"","Axel Óli Ægisson","Hvorki né",59
"","Axel Óli Ægisson","Hvorki né",60
"","Axel Óli Ægisson","Mjög ósammála",61
"","Axel Óli Ægisson","Sammála",62
"","Axel Óli Ægisson","Mjög ósammála",63
"","Axel Óli Ægisson","Frekar andvíg(ur)",64
"","Axel Óli Ægisson","Hvorki né",65
"","Axel Óli Ægisson","Hvorki né",66
"Það er gífurlega mikilvægt að klára þær framkvæmdir sem eru nú þegar hafnar á álverinu í Helguvík.","Þórarinn Björn Steinsson","Ósammála",1
"Þarna er kjörið tækifæri til að koma atvinnulífinu af stað á Reykjanesinu.","Þórarinn Björn Steinsson","Mjög hlynnt(ur)",2
"","Þórarinn Björn Steinsson","Frekar hlynnt(ur)",3
"","Þórarinn Björn Steinsson","Frekar hlynnt(ur)",4
"Mér finnst rétt að klára þetta ferli og leyfa svo þjóðinni að kjósa um þann samning sem í boði verður.","Þórarinn Björn Steinsson","Ísland á að halda áfram aðildarviðræðum og taka afstöðu til þess samnings sem býðst",5
"","Þórarinn Björn Steinsson","Hagsmunum Íslands er best borgið utan ESB",6
"Hægri Grænir eru með góða lausn sem að felst í ríkisdalinum sem að við tengjum svo við bandaríkjadalinn.","Þórarinn Björn Steinsson","Annan gjaldmiðil",7
"","Þórarinn Björn Steinsson","Frekar hlynnt(ur)",8
"","Þórarinn Björn Steinsson","Hvorki né",9
"","Þórarinn Björn Steinsson","Ósammála",10
"","Þórarinn Björn Steinsson","Hlutlaus",11
"","Þórarinn Björn Steinsson","Hlutlaus",12
"","Þórarinn Björn Steinsson","Frekar hlynnt(ur)",13
"","Þórarinn Björn Steinsson","Ósammála",14
"","Þórarinn Björn Steinsson","Styrkirnir eru of háir",15
"","Þórarinn Björn Steinsson","Skattbyrðin er alltof há",16
"","Þórarinn Björn Steinsson","Hlutlaus",17
"","Þórarinn Björn Steinsson","Ósammála",18
"","Þórarinn Björn Steinsson","Skattar eru alltof háir",19
"","Þórarinn Björn Steinsson","Mjög andvíg(ur)",20
"","Þórarinn Björn Steinsson","Sammála",21
"","Þórarinn Björn Steinsson","Frekar hlynnt(ur)",22
"","Þórarinn Björn Steinsson","Frekar hlynnt(ur)",23
"Vil frekar að farið sé leið Hægri Grænna í þessum málum.","Þórarinn Björn Steinsson","Frekar andvíg(ur)",24
"","Þórarinn Björn Steinsson","Mjög hlynnt(ur)",25
"","Þórarinn Björn Steinsson","Ósammála",26
"","Þórarinn Björn Steinsson","Mjög sammála",27
"","Þórarinn Björn Steinsson","Mjög sammála",28
"","Þórarinn Björn Steinsson","Framfærslan er alltof lág",29
"","Þórarinn Björn Steinsson","Bætur eru alltof lágar",30
"","Þórarinn Björn Steinsson","Bætur eru alltof lágar",31
"","Þórarinn Björn Steinsson","Alltof vægir",32
"","Þórarinn Björn Steinsson","Frekar hlynnt(ur)",33
"","Þórarinn Björn Steinsson","Frekar andvíg(ur)",34
"","Þórarinn Björn Steinsson","Hlutlaus",35
"En alltaf má gera gott betra einsog að hækka veiðgjaldið og rýmka til fyrir nýliðun í stéttinni.","Þórarinn Björn Steinsson","Frekar hlynnt(ur)",36
"","Þórarinn Björn Steinsson","Hvorki né",37
"","Þórarinn Björn Steinsson","Sammála",38
"","Þórarinn Björn Steinsson","30 ára",39
"","Þórarinn Björn Steinsson","Frekar hlynnt(ur)",40
"","Þórarinn Björn Steinsson","Mjög andvíg(ur)",41
"","Þórarinn Björn Steinsson","Frekar hlynnt(ur)",42
"","Þórarinn Björn Steinsson","Mjög andvíg(ur)",43
"","Þórarinn Björn Steinsson","Mjög hlynnt(ur)",44
"","Þórarinn Björn Steinsson","Mjög andvíg(ur)",45
"","Þórarinn Björn Steinsson","Sammála",46
"","Þórarinn Björn Steinsson","Mikilvægt",47
"","Þórarinn Björn Steinsson","Frekar hlynnt(ur)",48
"","Þórarinn Björn Steinsson","Mjög andvíg(ur)",49
"En það er samt ýmislegt sem má gera betur í þessum málum en ég tel okkur vera á réttri leið.","Þórarinn Björn Steinsson","Sammála",50
"","Þórarinn Björn Steinsson","Frekar hlynnt(ur)",51
"","Þórarinn Björn Steinsson","Mjög andvíg(ur)",52
"","Þórarinn Björn Steinsson","Mjög ósammála",53
"","Þórarinn Björn Steinsson","Flugvöllurinn á að vera áfram í Vatnsmýri",54
"","Þórarinn Björn Steinsson","Frekar hlynnt(ur)",55
"","Þórarinn Björn Steinsson","Mikilvægt",56
"","Þórarinn Björn Steinsson","Ósammála",57
"","Þórarinn Björn Steinsson","Verðbólgu",58
"","Þórarinn Björn Steinsson","Hvorki né",59
"","Þórarinn Björn Steinsson","Mjög sammála",60
"","Þórarinn Björn Steinsson","Ósammála",61
"","Þórarinn Björn Steinsson","Hvorki né",62
"Ofbeldi gagnvart börnum er aldrei líðandi sama í hvaða formi það er.","Þórarinn Björn Steinsson","Mjög ósammála",63
"","Þórarinn Björn Steinsson","Frekar andvíg(ur)",64
"En það verða þá að vera öll trúarbrögð sem eru kennd en ef foreldrar eru mótfallnir því þá eiga þeir að hafa val um að börnin sæki ekki þessa tíma.","Þórarinn Björn Steinsson","Sammála",65
"","Þórarinn Björn Steinsson","Mjög sammála",66
"Þetta á sérstaklega við ef erlend stórfyrirtæki eiga í hlut","Þorvaldur Þorvaldsson","Mjög ósammála",1
"","Þorvaldur Þorvaldsson","Mjög andvíg(ur)",2
"","Þorvaldur Þorvaldsson","Mjög hlynnt(ur)",3
"","Þorvaldur Þorvaldsson","Frekar andvíg(ur)",4
"Aðalatriði er að niðurstaða málsins verði sú að Ísland gangi ekki í ESB","Þorvaldur Þorvaldsson","Ísland á að hætta aðildaviðræðum",5
"","Þorvaldur Þorvaldsson","Hagsmunum Íslands er best borgið utan ESB",6
"Heiti gjaldmiðilsins er ekki aðalatriðið heldur að raunhagkerfið sé eflt með því að auka hlut hins félagslega og minnka þannig arðránið í samfélaginu","Þorvaldur Þorvaldsson","Íslenska krónu",7
"","Þorvaldur Þorvaldsson","Mjög andvíg(ur)",8
"","Þorvaldur Þorvaldsson","Sammála",9
"","Þorvaldur Þorvaldsson","Sammála",10
"","Þorvaldur Þorvaldsson","Mjög hlynnt(ur)",11
"Þetta á fyrst og fremst við um erlenda fjárfesta sem ekki búa á landinu","Þorvaldur Þorvaldsson","Mjög andvíg(ur)",12
"","Þorvaldur Þorvaldsson","Frekar andvíg(ur)",13
"","Þorvaldur Þorvaldsson","Sammála",14
"","Þorvaldur Þorvaldsson","Styrkirnir eru hæfilegir",15
"Í fyrsta lagi eru jöfnunaráhrif tekjuskatsins of lítil og auk þess væri enn betra að jafna kjörin frá grunni en gegnum skattkerfið. Auk þess er afstaða til tekjuskatts mjög háð öðrum sköttum. Við viljum færa skattbyrðina meira yfir á hagnað fyrirtækja og afnema ""skatta"" til fjármálafyrirtækja í formi okurvaxta.","Þorvaldur Þorvaldsson","Skattbyrðin er of há",16
"","Þorvaldur Þorvaldsson","Mjög andvíg(ur)",17
"","Þorvaldur Þorvaldsson","Mjög sammála",18
"Það er athugunarefni hversu áhrifamikið tæki eldsneytisskattar eru til að takmarka eldsneytisbruna. Það geta verið fleiri leiðir","Þorvaldur Þorvaldsson","Skattar eru hæfilegir",19
"","Þorvaldur Þorvaldsson","Mjög hlynnt(ur)",20
"","Þorvaldur Þorvaldsson","Mjög sammála",21
"","Þorvaldur Þorvaldsson","Frekar andvíg(ur)",22
"","Þorvaldur Þorvaldsson","Mjög hlynnt(ur)",23
"","Þorvaldur Þorvaldsson","Mjög hlynnt(ur)",24
"Ég tel nauðsynlegt að ganga lengra og félagsvæða alla fjármálastarfsemi í landinu","Þorvaldur Þorvaldsson","Frekar hlynnt(ur)",25
"","Þorvaldur Þorvaldsson","Sammála",26
"","Þorvaldur Þorvaldsson","Mjög sammála",27
"","Þorvaldur Þorvaldsson","Mjög sammála",28
"","Þorvaldur Þorvaldsson","Framfærslan er alltof lág",29
"","Þorvaldur Þorvaldsson","Bætur eru alltof lágar",30
"","Þorvaldur Þorvaldsson","Bætur eru alltof lágar",31
"","Þorvaldur Þorvaldsson","Of vægir",32
"","Þorvaldur Þorvaldsson","Frekar hlynnt(ur)",33
"","Þorvaldur Þorvaldsson","Mjög andvíg(ur)",34
"","Þorvaldur Þorvaldsson","Frekar andvíg(ur)",35
"","Þorvaldur Þorvaldsson","Mjög andvíg(ur)",36
"Ég tel að skilgreiningin á þjóðareign auðlinda eigi að vera víðtækari ","Þorvaldur Þorvaldsson","Ósammála",37
"","Þorvaldur Þorvaldsson","Ósammála",38
"Nýtingarréttur á jarðvarma á alfarið að vera félagslegur og tímalengdin að ráðast af getu auðlindarinnar og þörfum viðkomandi samfélags","Þorvaldur Þorvaldsson","Vil ekki svara",39
"","Þorvaldur Þorvaldsson","Mjög hlynnt(ur)",40
"","Þorvaldur Þorvaldsson","Frekar andvíg(ur)",41
"","Þorvaldur Þorvaldsson","Frekar andvíg(ur)",42
"","Þorvaldur Þorvaldsson","Frekar hlynnt(ur)",43
"","Þorvaldur Þorvaldsson","Mjög hlynnt(ur)",44
"","Þorvaldur Þorvaldsson","Hlutlaus",45
"","Þorvaldur Þorvaldsson","Mjög ósammála",46
"","Þorvaldur Þorvaldsson","Mjög mikilvægt",47
"","Þorvaldur Þorvaldsson","Mjög hlynnt(ur)",48
"","Þorvaldur Þorvaldsson","Mjög andvíg(ur)",49
"","Þorvaldur Þorvaldsson","Ósammála",50
"","Þorvaldur Þorvaldsson","Mjög andvíg(ur)",51
"","Þorvaldur Þorvaldsson","Hlutlaus",52
"","Þorvaldur Þorvaldsson","Sammála",53
"","Þorvaldur Þorvaldsson","Flugvöllurinn á að vera áfram í Vatnsmýri",54
"","Þorvaldur Þorvaldsson","Mjög andvíg(ur)",55
"Ég tel að þau eigi að vera þjóðareign og án vegtolla","Þorvaldur Þorvaldsson","Mikilvægt",56
"","Þorvaldur Þorvaldsson","Sammála",57
"Það er fráleitt að setja fram val þarna á milli","Þorvaldur Þorvaldsson","Vil ekki svara",58
"","Þorvaldur Þorvaldsson","Mjög ósammála",59
"","Þorvaldur Þorvaldsson","Mjög ósammála",60
"Spurningin er mjög kjánaleg. Stolt af föðurlandinu er algerlega óviðkomandi því hvort maður ræður hvar maður fæðist.","Þorvaldur Þorvaldsson","Vil ekki svara",61
"","Þorvaldur Þorvaldsson","Mjög sammála",62
"","Þorvaldur Þorvaldsson","Ósammála",63
"","Þorvaldur Þorvaldsson","Hlutlaus",64
"Innihald slíkrar fræðslu skiptir mestu máli","Þorvaldur Þorvaldsson","Hvorki né",65
"","Þorvaldur Þorvaldsson","Sammála",66
"","Sólveig Hauksdóttir","Mjög ósammála",1
"","Sólveig Hauksdóttir","Mjög andvíg(ur)",2
"","Sólveig Hauksdóttir","Mjög hlynnt(ur)",3
"","Sólveig Hauksdóttir","Mjög andvíg(ur)",4
"","Sólveig Hauksdóttir","Ísland á að hætta aðildaviðræðum",5
"","Sólveig Hauksdóttir","Hagsmunum Íslands er best borgið utan ESB",6
"","Sólveig Hauksdóttir","Íslenska krónu",7
"","Sólveig Hauksdóttir","Mjög andvíg(ur)",8
"","Sólveig Hauksdóttir","Mjög sammála",9
"","Sólveig Hauksdóttir","Sammála",10
"","Sólveig Hauksdóttir","Mjög hlynnt(ur)",11
"","Sólveig Hauksdóttir","Mjög andvíg(ur)",12
"Aðstæður fólks til að læra íslenskt tungumál eru æði misjafnar.","Sólveig Hauksdóttir","Mjög andvíg(ur)",13
"","Sólveig Hauksdóttir","Ósammála",14
"","Sólveig Hauksdóttir","Styrkirnir eru hæfilegir",15
"Það á að félagsvæða fjármálakerfið.","Sólveig Hauksdóttir","Skattbyrðin er of há",16
"","Sólveig Hauksdóttir","Mjög andvíg(ur)",17
"","Sólveig Hauksdóttir","Mjög sammála",18
"","Sólveig Hauksdóttir","Skattar eru hæfilegir",19
"","Sólveig Hauksdóttir","Mjög hlynnt(ur)",20
"","Sólveig Hauksdóttir","Mjög sammála",21
"","Sólveig Hauksdóttir","Mjög andvíg(ur)",22
"","Sólveig Hauksdóttir","Mjög hlynnt(ur)",23
"","Sólveig Hauksdóttir","Mjög hlynnt(ur)",24
"","Sólveig Hauksdóttir","Mjög hlynnt(ur)",25
"","Sólveig Hauksdóttir","Mjög sammála",26
"","Sólveig Hauksdóttir","Mjög sammála",27
"","Sólveig Hauksdóttir","Mjög sammála",28
"","Sólveig Hauksdóttir","Framfærslan er alltof lág",29
"","Sólveig Hauksdóttir","Bætur eru alltof lágar",30
"","Sólveig Hauksdóttir","Bætur eru alltof lágar",31
"","Sólveig Hauksdóttir","Of vægir",32
"Samkvæmt mannréttindasáttmálum sem við eigum aðild að eiga allir menn rétt á hlutlausri meðferð innan dómskerfisins án íhlutunar hvers sem er utan úr bæ.","Sólveig Hauksdóttir","Frekar andvíg(ur)",33
"","Sólveig Hauksdóttir","Mjög andvíg(ur)",34
"","Sólveig Hauksdóttir","Frekar andvíg(ur)",35
"","Sólveig Hauksdóttir","Mjög andvíg(ur)",36
"","Sólveig Hauksdóttir","Mjög sammála",37
"","Sólveig Hauksdóttir","Mjög ósammála",38
"Ég tel ekki rétt að semja um neinn nýtingarrétt á jarðvarma.
Það er nóg sem orðið er.","Sólveig Hauksdóttir","Vil ekki svara",39
"","Sólveig Hauksdóttir","Hlutlaus",40
"","Sólveig Hauksdóttir","Mjög hlynnt(ur)",41
"","Sólveig Hauksdóttir","Hlutlaus",42
"","Sólveig Hauksdóttir","Mjög hlynnt(ur)",43
"","Sólveig Hauksdóttir","Mjög hlynnt(ur)",44
"","Sólveig Hauksdóttir","Frekar hlynnt(ur)",45
"","Sólveig Hauksdóttir","Mjög ósammála",46
"","Sólveig Hauksdóttir","Mjög mikilvægt",47
"","Sólveig Hauksdóttir","Mjög hlynnt(ur)",48
"","Sólveig Hauksdóttir","Mjög andvíg(ur)",49
"Íslendingar búa við formlegt jafnrétti, en karlar og konur búa ekki við jafna stöðu og tækifæri.","Sólveig Hauksdóttir","Hvorki né",50
"Þetta mál er mjög viðkvæmt og snertir mjög tilfinningalíf allra sem að því standa. Það er erfitt að taka einhverja endanlega afstöðu til þess með einu pennastriki.
Það heimtar miklu meiri umræðu en þessi spurning býður uppá.","Sólveig Hauksdóttir","Vil ekki svara",51
"Sala vændis er tengd örbirgð og óhamingju fólks svo að það gæti reynst erfitt og rangt að gera fólk að glæpamönnum þó að það grípi til slíkra örþrifaráða. Það var spor í rétta átt þegar refsiábyrgðin var færð yfir á kaupandann. ","Sólveig Hauksdóttir","Vil ekki svara",52
"","Sólveig Hauksdóttir","Hvorki né",53
"","Sólveig Hauksdóttir","Flugvöllurinn á að vera áfram í Vatnsmýri",54
"","Sólveig Hauksdóttir","Mjög andvíg(ur)",55
"","Sólveig Hauksdóttir","Hvorki né",56
"","Sólveig Hauksdóttir","Mjög ósammála",57
"","Sólveig Hauksdóttir","Atvinnuleysi",58
"","Sólveig Hauksdóttir","Ósammála",59
"","Sólveig Hauksdóttir","Mjög ósammála",60
"Þessi fullyrðing er bara vitleysa.","Sólveig Hauksdóttir","Vil ekki svara",61
"","Sólveig Hauksdóttir","Mjög sammála",62
"","Sólveig Hauksdóttir","Mjög ósammála",63
"","Sólveig Hauksdóttir","Mjög andvíg(ur)",64
"","Sólveig Hauksdóttir","Sammála",65
"","Sólveig Hauksdóttir","Sammála",66
"","Sigríður Kristín Kristjánsdóttir","Mjög ósammála",1
"","Sigríður Kristín Kristjánsdóttir","Mjög andvíg(ur)",2
"","Sigríður Kristín Kristjánsdóttir","Mjög hlynnt(ur)",3
"","Sigríður Kristín Kristjánsdóttir","Mjög andvíg(ur)",4
"","Sigríður Kristín Kristjánsdóttir","Ísland á að hætta aðildaviðræðum",5
"","Sigríður Kristín Kristjánsdóttir","Hagsmunum Íslands er best borgið utan ESB",6
"","Sigríður Kristín Kristjánsdóttir","Íslenska krónu",7
"","Sigríður Kristín Kristjánsdóttir","Mjög andvíg(ur)",8
"","Sigríður Kristín Kristjánsdóttir","Sammála",9
"","Sigríður Kristín Kristjánsdóttir","Mjög sammála",10
"","Sigríður Kristín Kristjánsdóttir","Hlutlaus",11
"","Sigríður Kristín Kristjánsdóttir","Hlutlaus",12
"","Sigríður Kristín Kristjánsdóttir","Frekar andvíg(ur)",13
"","Sigríður Kristín Kristjánsdóttir","Ósammála",14
"","Sigríður Kristín Kristjánsdóttir","Styrkirnir eru hæfilegir",15
"","Sigríður Kristín Kristjánsdóttir","Skattbyrðin er hæfileg",16
"","Sigríður Kristín Kristjánsdóttir","Frekar andvíg(ur)",17
"","Sigríður Kristín Kristjánsdóttir","Sammála",18
"","Sigríður Kristín Kristjánsdóttir","Skattar eru hæfilegir",19
"","Sigríður Kristín Kristjánsdóttir","Mjög hlynnt(ur)",20
"","Sigríður Kristín Kristjánsdóttir","Mjög sammála",21
"","Sigríður Kristín Kristjánsdóttir","Frekar hlynnt(ur)",22
"","Sigríður Kristín Kristjánsdóttir","Mjög hlynnt(ur)",23
"","Sigríður Kristín Kristjánsdóttir","Mjög hlynnt(ur)",24
"","Sigríður Kristín Kristjánsdóttir","Mjög hlynnt(ur)",25
"","Sigríður Kristín Kristjánsdóttir","Mjög sammála",26
"","Sigríður Kristín Kristjánsdóttir","Sammála",27
"","Sigríður Kristín Kristjánsdóttir","Sammála",28
"","Sigríður Kristín Kristjánsdóttir","Framfærslan er of lág",29
"","Sigríður Kristín Kristjánsdóttir","Bætur eru of lágar",30
"","Sigríður Kristín Kristjánsdóttir","Bætur eru of lágar",31
"","Sigríður Kristín Kristjánsdóttir","Alltof vægir",32
"","Sigríður Kristín Kristjánsdóttir","Frekar andvíg(ur)",33
"","Sigríður Kristín Kristjánsdóttir","Hlutlaus",34
"","Sigríður Kristín Kristjánsdóttir","Hlutlaus",35
"","Sigríður Kristín Kristjánsdóttir","Mjög andvíg(ur)",36
"","Sigríður Kristín Kristjánsdóttir","Sammála",37
"","Sigríður Kristín Kristjánsdóttir","Ósammála",38
"","Sigríður Kristín Kristjánsdóttir","10 ára",39
"","Sigríður Kristín Kristjánsdóttir","Vil ekki svara",40
"","Sigríður Kristín Kristjánsdóttir","Hlutlaus",41
"","Sigríður Kristín Kristjánsdóttir","Frekar hlynnt(ur)",42
"","Sigríður Kristín Kristjánsdóttir","Frekar andvíg(ur)",43
"","Sigríður Kristín Kristjánsdóttir","Mjög hlynnt(ur)",44
"","Sigríður Kristín Kristjánsdóttir","Hlutlaus",45
"","Sigríður Kristín Kristjánsdóttir","Mjög ósammála",46
"","Sigríður Kristín Kristjánsdóttir","Mikilvægt",47
"","Sigríður Kristín Kristjánsdóttir","Mjög hlynnt(ur)",48
"","Sigríður Kristín Kristjánsdóttir","Mjög andvíg(ur)",49
"","Sigríður Kristín Kristjánsdóttir","Ósammála",50
"","Sigríður Kristín Kristjánsdóttir","Frekar hlynnt(ur)",51
"","Sigríður Kristín Kristjánsdóttir","Mjög andvíg(ur)",52
"","Sigríður Kristín Kristjánsdóttir","Ósammála",53
"","Sigríður Kristín Kristjánsdóttir","Vil ekki svara",54
"","Sigríður Kristín Kristjánsdóttir","Frekar andvíg(ur)",55
"","Sigríður Kristín Kristjánsdóttir","Ekki mikilvægt",56
"","Sigríður Kristín Kristjánsdóttir","Mjög ósammála",57
"","Sigríður Kristín Kristjánsdóttir","Atvinnuleysi",58
"","Sigríður Kristín Kristjánsdóttir","Ósammála",59
"","Sigríður Kristín Kristjánsdóttir","Ósammála",60
"","Sigríður Kristín Kristjánsdóttir","Ósammála",61
"","Sigríður Kristín Kristjánsdóttir","Ósammála",62
"","Sigríður Kristín Kristjánsdóttir","Vil ekki svara",63
"","Sigríður Kristín Kristjánsdóttir","Frekar hlynnt(ur)",64
"","Sigríður Kristín Kristjánsdóttir","Sammála",65
"","Sigríður Kristín Kristjánsdóttir","Ósammála",66
"","Óskar Höskuldsson","Mjög sammála",1
"","Óskar Höskuldsson","Vil ekki svara",2
"","Óskar Höskuldsson","Mjög hlynnt(ur)",3
"","Óskar Höskuldsson","Mjög andvíg(ur)",4
"","Óskar Höskuldsson","Ísland á að hætta aðildaviðræðum",5
"","Óskar Höskuldsson","Hagsmunum Íslands er best borgið utan ESB",6
"","Óskar Höskuldsson","Íslenska krónu",7
"","Óskar Höskuldsson","Mjög andvíg(ur)",8
"","Óskar Höskuldsson","Mjög sammála",9
"","Óskar Höskuldsson","Vil ekki svara",10
"Nauðsynlegt er að setja þessa spurningu í stéttasamhengi. Erlendir auðmenn sem eru að salsa undir sig landi, svo þeir geti átt góðan sumarbústað (eða eitthvað í þá átt) er ekki það sama og, t.d., flóttamenn og erlent vinnuafl sem ég tel mega endilega eiga heima á íslandi.","Óskar Höskuldsson","Hlutlaus",11
"Sjá skýringu við spurningunni á undan.","Óskar Höskuldsson","Mjög andvíg(ur)",12
"Ef slík krafa er gerð, þá er það skylda ríkisins að bjóða upp á íslensku námskeið gjaldlaust.","Óskar Höskuldsson","Frekar andvíg(ur)",13
"","Óskar Höskuldsson","Mjög ósammála",14
"","Óskar Höskuldsson","Veit ekki",15
"Mætti skatta auðmenn betur","Óskar Höskuldsson","Skattbyrðin er of lág",16
"Skólar eiga að vera gjaldlausir. Alþýðufylkingin styður ókeypis menntun.","Óskar Höskuldsson","Mjög andvíg(ur)",17
"","Óskar Höskuldsson","Mjög sammála",18
"","Óskar Höskuldsson","Veit ekki",19
"Listamenn ættu ekki að þurfa lifa í óvissu, og þurfa tekjur eins og allir aðrir.","Óskar Höskuldsson","Frekar hlynnt(ur)",20
"","Óskar Höskuldsson","Mjög sammála",21
"","Óskar Höskuldsson","Frekar andvíg(ur)",22
"","Óskar Höskuldsson","Mjög hlynnt(ur)",23
"Ef ég skil þetta frumvarp rétt þá er það skref í rétt átt.","Óskar Höskuldsson","Mjög hlynnt(ur)",24
"","Óskar Höskuldsson","Mjög hlynnt(ur)",25
"","Óskar Höskuldsson","Mjög sammála",26
"","Óskar Höskuldsson","None",27
"","Óskar Höskuldsson","Mjög sammála",28
"","Óskar Höskuldsson","Framfærslan er of lág",29
"","Óskar Höskuldsson","Bætur eru of lágar",30
"","Óskar Höskuldsson","Bætur eru of lágar",31
